Uid,Cart uid,Sku,Name,Qty,Price,DiscountAmount,TaxPercent,ProductType
747,195,sku-Chair,Chair,6,809.95,0,0.0838,simple
748,196,sku-Magento Red Furniture Set,Magento Red Furniture Set,2,1001.99,0,0.0838,simple
749,197,sku-Tablet,Tablet,3,654.98,0,0.0838,simple
750,198,sku-E-book,E-book,5,968.96,0,0.0838,simple
751,199,sku-Mouse,Mouse,5,108.96,0,0.0838,simple
752,200,sku-Phone,Phone,5,2768.96,0,0.0838,simple
753,201,sku-Notebook,Notebook,2,348.99,0,0.0838,simple
754,202,sku-Gaming Computer,Gaming Computer,5,3569,0,0.0838,simple
755,203,sku-Netbook,Netbook,6,1515.95,0,0.0838,simple
756,204,sku-Computer,Computer,4,1058.47,0,0.0838,simple
757,205,sku-Universal Camera Case,Universal Camera Case,3,73,0,0.0838,simple
758,206,sku-SLR Camera Tripod,SLR Camera Tripod,2,115.99,0,0.0838,simple
759,207,sku-Two Year Extended Warranty - Parts and Labor,Two Year Extended Warranty - Parts and Labor,2,102,0,0.0838,simple
760,208,sku-Couch,Couch,2,892.99,0,0.0838,simple
761,209,sku-Chair,Chair,4,489.37,0,0.0838,simple
762,210,sku-Magento Red Furniture Set,Magento Red Furniture Set,5,4008.96,0,0.0838,simple
763,211,sku-Tablet,Tablet,6,1640.95,0,0.0838,simple
764,212,sku-E-book,E-book,5,972.96,0,0.0838,simple
765,213,sku-Mouse,Mouse,6,140.95,0,0.0838,simple
766,214,sku-Phone,Phone,6,3465.95,0,0.0838,simple
767,215,sku-Notebook,Notebook,2,349.99,0,0.0838,simple
768,216,sku-Gaming Computer,Gaming Computer,4,2680,0,0.0838,simple
769,217,sku-Netbook,Netbook,3,608.98,0,0.0838,simple
770,218,sku-Computer,Computer,5,1414.96,0,0.0838,simple
771,219,sku-Universal Camera Case,Universal Camera Case,2,38,0,0.0838,simple
772,220,sku-SLR Camera Tripod,SLR Camera Tripod,5,464.96,0,0.0838,simple
773,221,sku-Two Year Extended Warranty - Parts and Labor,Two Year Extended Warranty - Parts and Labor,6,511,0,0.0838,simple
774,222,sku-Couch,Couch,2,893.99,0,0.0838,simple
775,223,sku-Chair,Chair,4,492.37,0,0.0838,simple
776,224,sku-Magento Red Furniture Set,Magento Red Furniture Set,4,3009.97,0,0.0838,simple
777,225,sku-Tablet,Tablet,5,1316.96,0,0.0838,simple
778,226,sku-E-book,E-book,6,1220.95,0,0.0838,simple
779,227,sku-Mouse,Mouse,6,145.95,0,0.0838,simple
780,228,sku-Phone,Phone,3,1388.98,0,0.0838,simple
781,229,sku-Notebook,Notebook,3,700.98,0,0.0838,simple
782,230,sku-Gaming Computer,Gaming Computer,2,895,0,0.0838,simple
783,231,sku-Netbook,Netbook,4,915.97,0,0.0838,simple
784,232,sku-Computer,Computer,3,709.98,0,0.0838,simple
785,233,sku-Universal Camera Case,Universal Camera Case,2,39,0,0.0838,simple
786,234,sku-SLR Camera Tripod,SLR Camera Tripod,3,234.98,0,0.0838,simple
787,235,sku-Two Year Extended Warranty - Parts and Labor,Two Year Extended Warranty - Parts and Labor,6,516,0,0.0838,simple
788,236,sku-Couch,Couch,4,2682.97,0,0.0838,simple
789,237,sku-Chair,Chair,3,330.58,0,0.0838,simple
790,238,sku-Magento Red Furniture Set,Magento Red Furniture Set,3,2008.98,0,0.0838,simple
791,239,sku-Tablet,Tablet,2,330.99,0,0.0838,simple
792,240,sku-E-book,E-book,6,1225.95,0,0.0838,simple
793,241,sku-Mouse,Mouse,3,60.98,0,0.0838,simple
794,242,sku-Phone,Phone,5,2780.96,0,0.0838,simple
795,243,sku-Notebook,Notebook,3,702.98,0,0.0838,simple
796,244,sku-Gaming Computer,Gaming Computer,6,4476,0,0.0838,simple
797,245,sku-Netbook,Netbook,5,1224.96,0,0.0838,simple
798,246,sku-Computer,Computer,5,1422.96,0,0.0838,simple
799,247,sku-Universal Camera Case,Universal Camera Case,2,40,0,0.0838,simple
800,248,sku-SLR Camera Tripod,SLR Camera Tripod,2,118.99,0,0.0838,simple
801,249,sku-Two Year Extended Warranty - Parts and Labor,Two Year Extended Warranty - Parts and Labor,3,209,0,0.0838,simple
802,250,sku-Couch,Couch,6,4475.95,0,0.0838,simple
803,251,sku-Chair,Chair,2,166.79,0,0.0838,simple
804,252,sku-Magento Red Furniture Set,Magento Red Furniture Set,4,3015.97,0,0.0838,simple
805,253,sku-Tablet,Tablet,3,662.98,0,0.0838,simple
806,254,sku-E-book,E-book,3,492.98,0,0.0838,simple
807,255,sku-Mouse,Mouse,6,155.95,0,0.0838,simple
808,256,sku-Phone,Phone,4,2088.97,0,0.0838,simple
809,257,sku-Notebook,Notebook,4,1056.97,0,0.0838,simple
810,258,sku-Gaming Computer,Gaming Computer,6,4481,0,0.0838,simple
811,259,sku-Netbook,Netbook,3,614.98,0,0.0838,simple
812,260,sku-Computer,Computer,2,357.49,0,0.0838,simple
813,261,sku-Universal Camera Case,Universal Camera Case,6,201,0,0.0838,simple
814,262,sku-SLR Camera Tripod,SLR Camera Tripod,6,595.95,0,0.0838,simple
815,263,sku-Two Year Extended Warranty - Parts and Labor,Two Year Extended Warranty - Parts and Labor,6,526,0,0.0838,simple
816,264,sku-Couch,Couch,3,1792.98,0,0.0838,simple
817,265,sku-Chair,Chair,5,668.16,0,0.0838,simple
818,266,sku-Magento Red Furniture Set,Magento Red Furniture Set,6,5030.95,0,0.0838,simple
819,267,sku-Tablet,Tablet,4,996.97,0,0.0838,simple
820,268,sku-E-book,E-book,2,247.99,0,0.0838,simple
821,269,sku-Mouse,Mouse,3,64.98,0,0.0838,simple
822,270,sku-Phone,Phone,5,2788.96,0,0.0838,simple
823,271,sku-Netbook,Netbook,2,601.98,0,0.0838,simple
824,272,sku-Computer,Computer,2,700.98,0,0.0838,simple
825,273,sku-Universal Camera Case,Universal Camera Case,5,170,0,0.0838,simple
826,274,sku-SLR Camera Tripod,SLR Camera Tripod,3,338.97,0,0.0838,simple
827,275,sku-Two Year Extended Warranty - Parts and Labor,Two Year Extended Warranty - Parts and Labor,3,297,0,0.0838,simple
828,276,sku-Couch,Couch,4,3559.96,0,0.0838,simple
829,1,sku-Chair,Chair,1,160.79,0,0.0838,simple
830,2,sku-Magento Red Furniture Set,Magento Red Furniture Set,4,3999.96,0,0.0838,simple
831,3,sku-Tablet,Tablet,4,1303.96,0,0.0838,simple
832,4,sku-E-book,E-book,2,481.98,0,0.0838,simple
833,5,sku-Mouse,Mouse,5,129.95,0,0.0838,simple
834,6,sku-Phone,Phone,2,1381.98,0,0.0838,simple
835,7,sku-Notebook,Notebook,3,1040.97,0,0.0838,simple
836,8,sku-Gaming Computer,Gaming Computer,2,1782,0,0.0838,simple
837,9,sku-Netbook,Netbook,3,905.97,0,0.0838,simple
838,10,sku-Computer,Computer,2,702.98,0,0.0838,simple
839,11,sku-Universal Camera Case,Universal Camera Case,2,70,0,0.0838,simple
840,12,sku-SLR Camera Tripod,SLR Camera Tripod,4,455.96,0,0.0838,simple
841,13,sku-Two Year Extended Warranty - Parts and Labor,Two Year Extended Warranty - Parts and Labor,2,200,0,0.0838,simple
842,14,sku-Couch,Couch,1,890.99,0,0.0838,simple
843,15,sku-Chair,Chair,5,808.95,0,0.0838,simple
844,16,sku-Magento Red Furniture Set,Magento Red Furniture Set,1,1000.99,0,0.0838,simple
845,17,sku-Tablet,Tablet,2,653.98,0,0.0838,simple
846,18,sku-E-book,E-book,4,967.96,0,0.0838,simple
847,19,sku-Mouse,Mouse,4,107.96,0,0.0838,simple
848,20,sku-Phone,Phone,4,2767.96,0,0.0838,simple
849,21,sku-Notebook,Notebook,1,347.99,0,0.0838,simple
850,22,sku-Gaming Computer,Gaming Computer,4,3568,0,0.0838,simple
851,23,sku-Netbook,Netbook,5,1514.95,0,0.0838,simple
852,24,sku-Computer,Computer,3,1057.47,0,0.0838,simple
853,25,sku-Universal Camera Case,Universal Camera Case,2,72,0,0.0838,simple
854,26,sku-SLR Camera Tripod,SLR Camera Tripod,1,114.99,0,0.0838,simple
855,27,sku-Two Year Extended Warranty - Parts and Labor,Two Year Extended Warranty - Parts and Labor,1,101,0,0.0838,simple
856,28,sku-Couch,Couch,1,891.99,0,0.0838,simple
857,29,sku-Chair,Chair,3,488.37,0,0.0838,simple
858,30,sku-Magento Red Furniture Set,Magento Red Furniture Set,4,4007.96,0,0.0838,simple
859,31,sku-Tablet,Tablet,5,1639.95,0,0.0838,simple
860,32,sku-E-book,E-book,4,971.96,0,0.0838,simple
861,33,sku-Mouse,Mouse,5,139.95,0,0.0838,simple
862,34,sku-Phone,Phone,5,3464.95,0,0.0838,simple
863,35,sku-Notebook,Notebook,1,348.99,0,0.0838,simple
864,36,sku-Gaming Computer,Gaming Computer,3,2679,0,0.0838,simple
865,37,sku-Netbook,Netbook,2,607.98,0,0.0838,simple
866,38,sku-Computer,Computer,4,1413.96,0,0.0838,simple
867,39,sku-Universal Camera Case,Universal Camera Case,1,37,0,0.0838,simple
868,40,sku-SLR Camera Tripod,SLR Camera Tripod,4,463.96,0,0.0838,simple
869,41,sku-Two Year Extended Warranty - Parts and Labor,Two Year Extended Warranty - Parts and Labor,5,510,0,0.0838,simple
870,42,sku-Couch,Couch,1,892.99,0,0.0838,simple
871,43,sku-Chair,Chair,3,491.37,0,0.0838,simple
872,44,sku-Magento Red Furniture Set,Magento Red Furniture Set,3,3008.97,0,0.0838,simple
873,45,sku-Tablet,Tablet,4,1315.96,0,0.0838,simple
874,46,sku-E-book,E-book,5,1219.95,0,0.0838,simple
875,47,sku-Mouse,Mouse,5,144.95,0,0.0838,simple
876,48,sku-Phone,Phone,2,1387.98,0,0.0838,simple
877,49,sku-Notebook,Notebook,2,699.98,0,0.0838,simple
878,50,sku-Gaming Computer,Gaming Computer,1,894,0,0.0838,simple
879,51,sku-Netbook,Netbook,3,914.97,0,0.0838,simple
880,52,sku-Computer,Computer,2,708.98,0,0.0838,simple
881,53,sku-Universal Camera Case,Universal Camera Case,1,38,0,0.0838,simple
882,54,sku-SLR Camera Tripod,SLR Camera Tripod,2,233.98,0,0.0838,simple
883,55,sku-Two Year Extended Warranty - Parts and Labor,Two Year Extended Warranty - Parts and Labor,5,515,0,0.0838,simple
884,56,sku-Couch,Couch,3,2681.97,0,0.0838,simple
885,57,sku-Chair,Chair,2,329.58,0,0.0838,simple
886,58,sku-Magento Red Furniture Set,Magento Red Furniture Set,2,2007.98,0,0.0838,simple
887,59,sku-Tablet,Tablet,1,329.99,0,0.0838,simple
888,60,sku-E-book,E-book,5,1224.95,0,0.0838,simple
889,61,sku-Mouse,Mouse,2,59.98,0,0.0838,simple
890,62,sku-Phone,Phone,4,2779.96,0,0.0838,simple
891,63,sku-Notebook,Notebook,2,701.98,0,0.0838,simple
892,64,sku-Gaming Computer,Gaming Computer,5,4475,0,0.0838,simple
893,65,sku-Netbook,Netbook,4,1223.96,0,0.0838,simple
894,66,sku-Computer,Computer,4,1421.96,0,0.0838,simple
895,67,sku-Universal Camera Case,Universal Camera Case,1,39,0,0.0838,simple
896,68,sku-SLR Camera Tripod,SLR Camera Tripod,1,117.99,0,0.0838,simple
897,69,sku-Two Year Extended Warranty - Parts and Labor,Two Year Extended Warranty - Parts and Labor,2,208,0,0.0838,simple
898,70,sku-Couch,Couch,5,4474.95,0,0.0838,simple
899,71,sku-Chair,Chair,1,165.79,0,0.0838,simple
900,72,sku-Magento Red Furniture Set,Magento Red Furniture Set,3,3014.97,0,0.0838,simple
901,73,sku-Tablet,Tablet,2,661.98,0,0.0838,simple
902,74,sku-E-book,E-book,2,491.98,0,0.0838,simple
903,75,sku-Mouse,Mouse,5,154.95,0,0.0838,simple
904,76,sku-Phone,Phone,3,2087.97,0,0.0838,simple
905,77,sku-Notebook,Notebook,3,1055.97,0,0.0838,simple
906,78,sku-Gaming Computer,Gaming Computer,5,4480,0,0.0838,simple
907,79,sku-Netbook,Netbook,2,613.98,0,0.0838,simple
908,80,sku-Computer,Computer,1,356.49,0,0.0838,simple
909,81,sku-Universal Camera Case,Universal Camera Case,5,200,0,0.0838,simple
910,82,sku-SLR Camera Tripod,SLR Camera Tripod,5,594.95,0,0.0838,simple
911,83,sku-Two Year Extended Warranty - Parts and Labor,Two Year Extended Warranty - Parts and Labor,5,525,0,0.0838,simple
912,84,sku-Couch,Couch,2,1791.98,0,0.0838,simple
913,85,sku-Chair,Chair,4,667.16,0,0.0838,simple
914,86,sku-Magento Red Furniture Set,Magento Red Furniture Set,5,5029.95,0,0.0838,simple
915,87,sku-Tablet,Tablet,3,995.97,0,0.0838,simple
916,88,sku-E-book,E-book,1,246.99,0,0.0838,simple
917,89,sku-Mouse,Mouse,2,63.98,0,0.0838,simple
918,90,sku-Phone,Phone,4,2787.96,0,0.0838,simple
919,91,sku-Notebook,Notebook,4,1411.96,0,0.0838,simple
920,92,sku-Gaming Computer,Gaming Computer,2,1794,0,0.0838,simple
921,93,sku-Netbook,Netbook,1,307.99,0,0.0838,simple
922,94,sku-Computer,Computer,3,1072.47,0,0.0838,simple
923,95,sku-Universal Camera Case,Universal Camera Case,2,82,0,0.0838,simple
924,96,sku-SLR Camera Tripod,SLR Camera Tripod,2,239.98,0,0.0838,simple
925,97,sku-Two Year Extended Warranty - Parts and Labor,Two Year Extended Warranty - Parts and Labor,2,212,0,0.0838,simple
926,98,sku-Couch,Couch,3,2690.97,0,0.0838,simple
927,99,sku-Chair,Chair,4,671.16,0,0.0838,simple
928,100,sku-Magento Red Furniture Set,Magento Red Furniture Set,1,1006.99,0,0.0838,simple
929,101,sku-Tablet,Tablet,2,665.98,0,0.0838,simple
930,102,sku-E-book,E-book,4,991.96,0,0.0838,simple
931,103,sku-Mouse,Mouse,2,65.98,0,0.0838,simple
932,104,sku-Phone,Phone,4,2791.96,0,0.0838,simple
933,105,sku-Notebook,Notebook,5,1769.95,0,0.0838,simple
934,106,sku-Gaming Computer,Gaming Computer,3,2694,0,0.0838,simple
935,107,sku-Netbook,Netbook,5,1544.95,0,0.0838,simple
936,108,sku-Computer,Computer,4,1433.96,0,0.0838,simple
937,109,sku-Universal Camera Case,Universal Camera Case,2,84,0,0.0838,simple
938,110,sku-SLR Camera Tripod,SLR Camera Tripod,2,241.98,0,0.0838,simple
939,111,sku-Two Year Extended Warranty - Parts and Labor,Two Year Extended Warranty - Parts and Labor,2,214,0,0.0838,simple
940,112,sku-Couch,Couch,3,2693.97,0,0.0838,simple
941,113,sku-Chair,Chair,5,843.95,0,0.0838,simple
942,114,sku-Magento Red Furniture Set,Magento Red Furniture Set,5,5039.95,0,0.0838,simple
943,115,sku-Tablet,Tablet,3,1001.97,0,0.0838,simple
944,116,sku-E-book,E-book,2,497.98,0,0.0838,simple
945,117,sku-Mouse,Mouse,3,101.97,0,0.0838,simple
946,118,sku-Phone,Phone,3,2096.97,0,0.0838,simple
947,119,sku-Notebook,Notebook,4,1419.96,0,0.0838,simple
948,120,sku-Gaming Computer,Gaming Computer,1,899,0,0.0838,simple
949,121,sku-Netbook,Netbook,5,1549.95,0,0.0838,simple
950,122,sku-Computer,Computer,1,359.49,0,0.0838,simple
951,123,sku-Universal Camera Case,Universal Camera Case,3,129,0,0.0838,simple
952,124,sku-SLR Camera Tripod,SLR Camera Tripod,3,365.97,0,0.0838,simple
953,125,sku-Two Year Extended Warranty - Parts and Labor,Two Year Extended Warranty - Parts and Labor,1,108,0,0.0838,simple
954,126,sku-Couch,Couch,3,2696.97,0,0.0838,simple
955,127,sku-Chair,Chair,4,679.16,0,0.0838,simple
956,128,sku-Magento Red Furniture Set,Magento Red Furniture Set,1,1008.99,0,0.0838,simple
957,129,sku-Tablet,Tablet,5,1674.95,0,0.0838,simple
958,130,sku-E-book,E-book,4,999.96,0,0.0838,simple
959,131,sku-Mouse,Mouse,5,174.95,0,0.0838,simple
960,132,sku-Phone,Phone,5,3499.95,0,0.0838,simple
961,133,sku-Notebook,Notebook,5,1779.95,0,0.0838,simple
962,134,sku-Gaming Computer,Gaming Computer,5,4500,0,0.0838,simple
963,135,sku-Netbook,Netbook,2,621.98,0,0.0838,simple
964,136,sku-Computer,Computer,1,360.49,0,0.0838,simple
965,137,sku-Universal Camera Case,Universal Camera Case,4,176,0,0.0838,simple
966,138,sku-SLR Camera Tripod,SLR Camera Tripod,2,245.98,0,0.0838,simple
967,139,sku-Two Year Extended Warranty - Parts and Labor,Two Year Extended Warranty - Parts and Labor,5,545,0,0.0838,simple
968,140,sku-Couch,Couch,2,1799.98,0,0.0838,simple
969,141,sku-Chair,Chair,2,341.58,0,0.0838,simple
970,142,sku-Magento Red Furniture Set,Magento Red Furniture Set,2,2019.98,0,0.0838,simple
971,143,sku-Tablet,Tablet,5,1679.95,0,0.0838,simple
972,144,sku-E-book,E-book,3,752.97,0,0.0838,simple
973,145,sku-Mouse,Mouse,5,179.95,0,0.0838,simple
974,146,sku-Phone,Phone,4,2803.96,0,0.0838,simple
975,147,sku-Notebook,Notebook,1,356.99,0,0.0838,simple
976,148,sku-Gaming Computer,Gaming Computer,5,4505,0,0.0838,simple
977,149,sku-Netbook,Netbook,5,1559.95,0,0.0838,simple
978,150,sku-Computer,Computer,3,1084.47,0,0.0838,simple
979,151,sku-Universal Camera Case,Universal Camera Case,2,90,0,0.0838,simple
980,152,sku-SLR Camera Tripod,SLR Camera Tripod,3,371.97,0,0.0838,simple
981,153,sku-Two Year Extended Warranty - Parts and Labor,Two Year Extended Warranty - Parts and Labor,5,550,0,0.0838,simple
982,154,sku-Couch,Couch,3,2702.97,0,0.0838,simple
983,155,sku-Chair,Chair,2,343.58,0,0.0838,simple
984,156,sku-Magento Red Furniture Set,Magento Red Furniture Set,3,3032.97,0,0.0838,simple
985,157,sku-Tablet,Tablet,1,336.99,0,0.0838,simple
986,158,sku-E-book,E-book,2,503.98,0,0.0838,simple
987,159,sku-Mouse,Mouse,1,36.99,0,0.0838,simple
988,160,sku-Phone,Phone,1,701.99,0,0.0838,simple
989,161,sku-Notebook,Notebook,3,1073.97,0,0.0838,simple
990,162,sku-Gaming Computer,Gaming Computer,4,3608,0,0.0838,simple
991,163,sku-Netbook,Netbook,3,938.97,0,0.0838,simple
992,164,sku-Computer,Computer,1,362.49,0,0.0838,simple
993,165,sku-Universal Camera Case,Universal Camera Case,3,138,0,0.0838,simple
994,166,sku-SLR Camera Tripod,SLR Camera Tripod,4,499.96,0,0.0838,simple
995,167,sku-Two Year Extended Warranty - Parts and Labor,Two Year Extended Warranty - Parts and Labor,2,222,0,0.0838,simple
996,168,sku-Couch,Couch,5,4509.95,0,0.0838,simple
997,169,sku-Chair,Chair,4,691.16,0,0.0838,simple
998,170,sku-Notebook,Notebook,6,1730.95,0,0.0838,simple
999,171,sku-Gaming Computer,Gaming Computer,3,1781,0,0.0838,simple
1000,172,sku-Netbook,Netbook,3,602.98,0,0.0838,simple
1001,173,sku-Computer,Computer,3,701.98,0,0.0838,simple
1002,174,sku-Universal Camera Case,Universal Camera Case,6,171,0,0.0838,simple
1003,175,sku-SLR Camera Tripod,SLR Camera Tripod,4,339.97,0,0.0838,simple
1004,176,sku-Two Year Extended Warranty - Parts and Labor,Two Year Extended Warranty - Parts and Labor,4,298,0,0.0838,simple
1005,177,sku-Couch,Couch,5,3560.96,0,0.0838,simple
1006,178,sku-Chair,Chair,2,161.79,0,0.0838,simple
1007,179,sku-Magento Red Furniture Set,Magento Red Furniture Set,5,4000.96,0,0.0838,simple
1008,180,sku-Tablet,Tablet,5,1304.96,0,0.0838,simple
1009,181,sku-E-book,E-book,3,482.98,0,0.0838,simple
1010,182,sku-Mouse,Mouse,6,130.95,0,0.0838,simple
1011,183,sku-Phone,Phone,3,1382.98,0,0.0838,simple
1012,184,sku-Notebook,Notebook,4,1041.97,0,0.0838,simple
1013,185,sku-Gaming Computer,Gaming Computer,3,1783,0,0.0838,simple
1014,186,sku-Netbook,Netbook,4,906.97,0,0.0838,simple
1015,187,sku-Computer,Computer,3,703.98,0,0.0838,simple
1016,188,sku-Universal Camera Case,Universal Camera Case,3,71,0,0.0838,simple
1017,189,sku-SLR Camera Tripod,SLR Camera Tripod,5,456.96,0,0.0838,simple
1018,190,sku-Two Year Extended Warranty - Parts and Labor,Two Year Extended Warranty - Parts and Labor,3,201,0,0.0838,simple
1019,191,sku-Couch,Couch,2,891.99,0,0.0838,simple
1020,192,sku-Chair,Chair,6,809.95,0,0.0838,simple
1021,193,sku-Magento Red Furniture Set,Magento Red Furniture Set,2,1001.99,0,0.0838,simple
1022,194,sku-Tablet,Tablet,3,654.98,0,0.0838,simple
1023,195,sku-E-book,E-book,5,968.96,0,0.0838,simple
1024,196,sku-Mouse,Mouse,5,108.96,0,0.0838,simple
1025,197,sku-Phone,Phone,5,2768.96,0,0.0838,simple
1026,198,sku-Notebook,Notebook,2,348.99,0,0.0838,simple
1027,199,sku-Gaming Computer,Gaming Computer,5,3569,0,0.0838,simple
1028,200,sku-Netbook,Netbook,6,1515.95,0,0.0838,simple
1029,201,sku-Computer,Computer,4,1058.47,0,0.0838,simple
1030,202,sku-Universal Camera Case,Universal Camera Case,3,73,0,0.0838,simple
1031,203,sku-SLR Camera Tripod,SLR Camera Tripod,2,115.99,0,0.0838,simple
1032,204,sku-Two Year Extended Warranty - Parts and Labor,Two Year Extended Warranty - Parts and Labor,2,102,0,0.0838,simple
1033,205,sku-Couch,Couch,2,892.99,0,0.0838,simple
1034,206,sku-Chair,Chair,4,489.37,0,0.0838,simple
1035,207,sku-Magento Red Furniture Set,Magento Red Furniture Set,5,4008.96,0,0.0838,simple
1036,208,sku-Tablet,Tablet,6,1640.95,0,0.0838,simple
1037,209,sku-E-book,E-book,5,972.96,0,0.0838,simple
1038,210,sku-Mouse,Mouse,6,140.95,0,0.0838,simple
1039,211,sku-Phone,Phone,6,3465.95,0,0.0838,simple
1040,212,sku-Notebook,Notebook,2,349.99,0,0.0838,simple
1041,213,sku-Gaming Computer,Gaming Computer,4,2680,0,0.0838,simple
1042,214,sku-Netbook,Netbook,3,608.98,0,0.0838,simple
1043,215,sku-Computer,Computer,5,1414.96,0,0.0838,simple
1044,216,sku-Universal Camera Case,Universal Camera Case,2,38,0,0.0838,simple
1045,217,sku-SLR Camera Tripod,SLR Camera Tripod,5,464.96,0,0.0838,simple
1046,218,sku-Two Year Extended Warranty - Parts and Labor,Two Year Extended Warranty - Parts and Labor,6,511,0,0.0838,simple
1047,219,sku-Couch,Couch,2,893.99,0,0.0838,simple
1048,220,sku-Chair,Chair,4,492.37,0,0.0838,simple
1049,221,sku-Magento Red Furniture Set,Magento Red Furniture Set,4,3009.97,0,0.0838,simple
1050,222,sku-Tablet,Tablet,5,1316.96,0,0.0838,simple
1051,223,sku-E-book,E-book,6,1220.95,0,0.0838,simple
1052,224,sku-Mouse,Mouse,6,145.95,0,0.0838,simple
1053,225,sku-Phone,Phone,3,1388.98,0,0.0838,simple
1054,226,sku-Notebook,Notebook,3,700.98,0,0.0838,simple
1055,227,sku-Gaming Computer,Gaming Computer,2,895,0,0.0838,simple
1056,228,sku-Netbook,Netbook,4,915.97,0,0.0838,simple
1057,229,sku-Computer,Computer,3,709.98,0,0.0838,simple
1058,230,sku-Universal Camera Case,Universal Camera Case,2,39,0,0.0838,simple
1059,231,sku-SLR Camera Tripod,SLR Camera Tripod,3,234.98,0,0.0838,simple
1060,232,sku-Two Year Extended Warranty - Parts and Labor,Two Year Extended Warranty - Parts and Labor,6,516,0,0.0838,simple
1061,233,sku-Couch,Couch,4,2682.97,0,0.0838,simple
1062,234,sku-Chair,Chair,3,330.58,0,0.0838,simple
1063,235,sku-Magento Red Furniture Set,Magento Red Furniture Set,3,2008.98,0,0.0838,simple
1064,236,sku-Tablet,Tablet,2,330.99,0,0.0838,simple
1065,237,sku-E-book,E-book,6,1225.95,0,0.0838,simple
1066,238,sku-Mouse,Mouse,3,60.98,0,0.0838,simple
1067,239,sku-Phone,Phone,5,2780.96,0,0.0838,simple
1068,240,sku-Notebook,Notebook,3,702.98,0,0.0838,simple
1069,241,sku-Gaming Computer,Gaming Computer,6,4476,0,0.0838,simple
1070,242,sku-Netbook,Netbook,5,1224.96,0,0.0838,simple
1071,243,sku-Computer,Computer,5,1422.96,0,0.0838,simple
1072,244,sku-Universal Camera Case,Universal Camera Case,2,40,0,0.0838,simple
1073,245,sku-SLR Camera Tripod,SLR Camera Tripod,2,118.99,0,0.0838,simple
1074,246,sku-Two Year Extended Warranty - Parts and Labor,Two Year Extended Warranty - Parts and Labor,3,209,0,0.0838,simple
1075,247,sku-Couch,Couch,6,4475.95,0,0.0838,simple
1076,248,sku-Chair,Chair,2,166.79,0,0.0838,simple
1077,249,sku-Magento Red Furniture Set,Magento Red Furniture Set,4,3015.97,0,0.0838,simple
1078,250,sku-Tablet,Tablet,3,662.98,0,0.0838,simple
1079,251,sku-E-book,E-book,3,492.98,0,0.0838,simple
1080,252,sku-Mouse,Mouse,6,155.95,0,0.0838,simple
1081,253,sku-Phone,Phone,4,2088.97,0,0.0838,simple
1082,254,sku-Notebook,Notebook,4,1056.97,0,0.0838,simple
1083,255,sku-Gaming Computer,Gaming Computer,6,4481,0,0.0838,simple
1084,256,sku-Netbook,Netbook,3,614.98,0,0.0838,simple
1085,257,sku-Computer,Computer,2,357.49,0,0.0838,simple
1086,258,sku-Universal Camera Case,Universal Camera Case,6,201,0,0.0838,simple
1087,259,sku-SLR Camera Tripod,SLR Camera Tripod,6,595.95,0,0.0838,simple
1088,260,sku-Two Year Extended Warranty - Parts and Labor,Two Year Extended Warranty - Parts and Labor,6,526,0,0.0838,simple
1089,261,sku-Couch,Couch,3,1792.98,0,0.0838,simple
1090,262,sku-Chair,Chair,5,668.16,0,0.0838,simple
1091,263,sku-Magento Red Furniture Set,Magento Red Furniture Set,6,5030.95,0,0.0838,simple
1092,264,sku-Tablet,Tablet,4,996.97,0,0.0838,simple
1093,265,sku-E-book,E-book,2,247.99,0,0.0838,simple
1094,266,sku-Mouse,Mouse,3,64.98,0,0.0838,simple
1095,267,sku-Phone,Phone,5,2788.96,0,0.0838,simple
1096,268,sku-E-book,E-book,3,492.98,0,0.0838,simple
1097,269,sku-Mouse,Mouse,6,155.95,0,0.0838,simple
1098,270,sku-Phone,Phone,4,2088.97,0,0.0838,simple
1099,271,sku-Notebook,Notebook,4,1056.97,0,0.0838,simple
1100,272,sku-Gaming Computer,Gaming Computer,6,4481,0,0.0838,simple
1101,273,sku-Netbook,Netbook,3,614.98,0,0.0838,simple
1102,274,sku-Computer,Computer,2,357.49,0,0.0838,simple
1103,275,sku-Universal Camera Case,Universal Camera Case,6,201,0,0.0838,simple
1104,276,sku-Computer,Computer,2,357.49,0,0.0838,simple
